,nodes,building,geometry,addr:housenumber,addr:street,building:levels,id,start_date,addr:postcode,building:material,source,addr:city,name,addr:place,roof:shape,roof:material,building:colour,height,roof:height,wheelchair,level,roof:colour,building:facade:material,loc_name,addr:suburb,building:year_built,postal_code,addr:flats,building:parts,construction,members,type,amenity,ref,opening_hours,capacity:bed,emergency,health_specialty:emergency_medicine,provided_for:adult,healthcare,healthcare:speciality,lon,lat
0,"[353877420, 353877423, 3812541035, 3812541030, 3812541027, 353877424, 353877426, 353877420]",apartments,POINT (73.38313126569639 54.95133627317354),2,улица Ильичёва,5,31629076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38313126569639,54.95133627317354
1,"[353877427, 353877429, 353877433, 3812541026, 3812541029, 3812541034, 353877435, 353877427]",apartments,POINT (73.38247069245411 54.95123898008816),4А,улица Ильичёва,5,31629078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3824706924541,54.95123898008816
2,"[353877442, 3812541031, 3812541028, 3812541025, 353877445, 353877448, 353877438, 353877442]",apartments,POINT (73.38161025172832 54.95119962646734),7,улица В.Иванова,5,31629080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38161025172832,54.95119962646734
3,"[353889015, 353889016, 353889017, 4834042394, 4834042393, 4834042388, 4834042387, 353889020, 353889015]",apartments,POINT (73.3847774287413 54.97382954498494),9А,улица Масленникова,5,31634277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3847774287413,54.97382954498494
4,"[353889024, 353889021, 353889026, 4834042395, 4834042392, 4834042389, 4834042385, 353889022, 353889024]",apartments,POINT (73.38541414622122 54.97387526580965),9Б,улица Масленникова,5,31634279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38541414622122,54.97387526580965
5,"[353889031, 4834042386, 4834042390, 4834042391, 4834042396, 353889027, 353889032, 353889030, 3647548367, 353889031]",apartments,POINT (73.38605636889537 54.97392137941075),9В,улица Масленникова,5,31634281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38605636889537,54.973921379410754
6,"[353889033, 353889036, 353889037, 4010513597, 4010513598, 4010513599, 4010513600, 4010513601, 4010513602, 353889039, 353889033]",apartments,POINT (73.38531375284582 54.97436841349491),18,улица Чокана Валиханова,5,31634282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38531375284582,54.974368413494915
7,"[668468992, 353889063, 3972813677, 3972813673, 353889058, 3894063398, 3894063407, 4212127555, 4212127569, 5934956598, 5934956599, 353889059, 3215294608, 668468992]",apartments,POINT (73.38002826729522 54.97301233582157),3,Ленинградская площадь,,31634287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38002826729522,54.97301233582157
8,"[353889064, 353889067, 4366668621, 3972813703, 353889068, 3972813714, 353889069, 353889072, 3892069986, 4473282151, 353889073, 3647548342, 4366668618, 3892069985, 3892069990, 3690006778, 3892070020, 1740472785, 3892069977, 3892069992, 3892069978, 976571996, 5341024049, 3892069996, 4366668622, 3892069988, 3883613972, 3887865476, 3883613975, 3645490501, 3883613974, 7117267766, 353889075, 3647548348, 3892070025, 353889076, 353889064]",apartments,POINT (73.38155302681997 54.9738580453234),10,проспект Карла Маркса,,31634289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38155302681997,54.9738580453234
9,"[353889085, 3894063416, 353889087, 3892069983, 4723550169, 3892069997, 3892069984, 3690006777, 5434072700, 3690006782, 353889089, 353889091, 353889085]",apartments,POINT (73.38130974126679 54.97525496541365),8,проспект Карла Маркса,,31634292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38130974126679,54.97525496541365
10,"[353889092, 3645490503, 4181498952, 3645490495, 353889095, 3645490496, 3645490498, 3895443907, 3895443892, 3895443904, 3895443902, 3895443888, 6391304839, 353889096, 3895443908, 3895443897, 4293130361, 353889097, 353889100, 2420491357, 2420491361, 353889101, 2420491335, 2420491334, 353889103, 353889105, 353889092]",apartments,POINT (73.38227571014015 54.97531393936851),17,проспект Карла Маркса,5,31634294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38227571014015,54.97531393936851
11,"[353889106, 353889108, 4212686682, 3894063382, 4212689515, 4212689513, 3892069979, 353889110, 3623498637, 4202575227, 4208923500, 4366668619, 3920298986, 3894063381, 3894063411, 353889112, 4202575225, 3972813723, 3972813722, 4202575241, 4366668624, 353889114, 353889115, 353889117, 353889119, 353889106]",apartments,POINT (73.38095149956564 54.97616058221406),6,проспект Карла Маркса,,31634295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38095149956564,54.976160582214064
12,"[353889179, 353889188, 4239998128, 4239998101, 353889187, 353889184, 353889182, 353889180, 353889179]",apartments,POINT (73.38013881053274 54.9721578926925),6,Ленинградская площадь,6,31634308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38013881053274,54.9721578926925
13,"[353889189, 353889192, 1109019640, 1109019777, 1109019953, 1109019875, 353889193, 353889194, 4239998109, 4239998119, 353889189]",apartments,POINT (73.37962004401622 54.97154351355499),51,улица Ленина,3,31634310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37962004401622,54.97154351355499
14,"[353889197, 353889198, 353889200, 353889202, 353889197]",apartments,POINT (73.38083879999999 54.97136975),12А,проспект Карла Маркса,,31634311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38083879999999,54.97136975
15,"[353889205, 6360189813, 6360189812, 353889203, 353889207, 5152371723, 3920298990, 353889209, 4730181161, 3840716631, 353889210, 353889211, 6360189816, 6360189815, 6360189814, 353889205]",apartments,POINT (73.37988672108614 54.97075049838605),9,улица Маяковского,5,31634313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37988672108614,54.970750498386046
16,"[353889214, 353889215, 3886581671, 3886581699, 3886581717, 976571638, 3886581715, 410043331, 3905293752, 353889219, 353889220, 353889222, 353889214]",apartments,POINT (73.38224167588908 54.97072780954719),16,проспект Карла Маркса,5,31634315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38224167588908,54.97072780954719
17,"[353889224, 353889226, 353889227, 353889228, 3886581684, 4966415448, 4068076197, 3887865458, 3887865472, 4202575243, 3887865467, 4504708573, 3887865459, 3886581685, 353889224]",apartments,POINT (73.38218332054277 54.97147481059606),14,проспект Карла Маркса,5,31634317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38218332054277,54.97147481059606
18,"[353889231, 353889237, 353889241, 353889244, 3894063384, 3883613978, 2506824455, 353889245, 3647548359, 3647548352, 3892069995, 3883613977, 3883613976, 353889248, 353889231]",apartments,POINT (73.38188264856099 54.97222629560575),12,проспект Карла Маркса,5,31634318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38188264856099,54.97222629560575
19,"[353889269, 353889272, 353889274, 353889277, 6280779464, 6280779463, 6280779462, 353889269]",apartments,POINT (73.38463819535839 54.97223510541305),28,Полковая улица,4,31634322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38463819535839,54.97223510541305
20,"[353889279, 353889282, 6280779457, 6280779458, 6280779459, 6280779460, 6280779461, 353889285, 353889287, 4809061553, 353889279]",apartments,POINT (73.38400698687862 54.97171176408641),31А,проспект Карла Маркса,5,31634324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38400698687862,54.971711764086415
21,"[353889291, 4212127560, 353889292, 6280779476, 6280779477, 6280779478, 353889296, 353889300, 353889291]",apartments,POINT (73.38515904317069 54.97245478380262),37,Полковая улица,5,31634326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38515904317069,54.97245478380262
22,"[353889304, 1203290677, 353889307, 703651463, 353889310, 353889314, 6280779471, 6280779470, 6280779469, 6280779468, 353889317, 6280779472, 353889320, 353889304]",apartments,POINT (73.38579464513364 54.97242236546811),26,улица Масленникова,5,31634327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38579464513364,54.972422365468105
23,"[353889322, 353889325, 1640119652, 353889327, 353889329, 4350098308, 709793600, 353889322]",apartments,POINT (73.38012529424829 54.96675785676185),12,улица Иртышская Набережная,9,31634329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38012529424829,54.96675785676185
24,"[353889333, 4350098304, 4350098305, 4350098306, 353889334, 353889335, 1479929564, 1479929565, 1479929560, 1479929561, 1479929559, 1479929558, 1479929557, 1479929556, 1479929555, 1479929554, 1479929552, 1479929553, 1479929551, 1479929550, 1479929545, 1479929546, 353889338, 353889333]",apartments,POINT (73.37988296569695 54.96545636316242),13,улица Иртышская Набережная,9,31634331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37988296569695,54.965456363162424
25,"[353892151, 353892153, 6241468618, 6241468619, 6241468620, 6241468621, 353892155, 353892159, 353892151]",apartments,POINT (73.3821720932044 54.96146049357277),1,Спортивный проезд,5,31635617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3821720932044,54.961460493572766
26,"[353892161, 353892163, 353892165, 353892166, 6241468622, 6241468623, 6241468624, 6241468625, 353892161]",apartments,POINT (73.38294118714281 54.96151202823449),4,улица Циолковского,5,31635620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3829411871428,54.96151202823449
27,"[353892168, 353892170, 353892171, 353892173, 6241468629, 6241468628, 6241468627, 6241468626, 353892168]",apartments,POINT (73.38363425772158 54.96155946277905),2,Тимуровский проезд,5,31635621,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38363425772158,54.96155946277905
28,"[353892225, 353892226, 353892228, 353892230, 6241468617, 6241468616, 6241468615, 6241468614, 353892225]",apartments,POINT (73.38381291550411 54.96074379801281),4,Тимуровский проезд,,31635633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38381291550411,54.96074379801281
29,"[353892233, 353892237, 353892235, 353892231, 6241468630, 6241468631, 6241468632, 6241468633, 353892233]",apartments,POINT (73.38311932174643 54.96069794210997),4А,Тимуровский проезд,,31635634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38311932174643,54.960697942109974
30,"[353892242, 353892238, 6241468634, 6241468635, 6241468636, 6241468637, 353892240, 353892243, 353892242]",apartments,POINT (73.38234872159406 54.9606438173515),3,Спортивный проезд,,31635636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38234872159406,54.9606438173515
31,"[353892245, 353892247, 353892248, 353892251, 4254107374, 4254107375, 4254107376, 4254107377, 353892245]",apartments,POINT (73.38151100651382 54.96063627633865),2,Спортивный проезд,5,31635638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38151100651382,54.96063627633865
32,"[353892303, 353892306, 4254107384, 4254107383, 4254107382, 353892308, 353892311, 4254107364, 4254107365, 353892303]",apartments,POINT (73.37998827590175 54.96136304309908),17,улица Иртышская Набережная,5,31635645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37998827590175,54.961363043099084
33,"[353892314, 353892316, 353892319, 4254107381, 4254107380, 4254107379, 4254107378, 353892322, 353892314]",apartments,POINT (73.38078223328442 54.96098408735708),18,улица Иртышская Набережная,5,31635647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38078223328442,54.960984087357076
34,"[353903359, 353903364, 353903367, 353903372, 6241468610, 6241468611, 6241468612, 6241468613, 353903359]",apartments,POINT (73.38405124544217 54.95955731740981),8,Тимуровский проезд,5,31638917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38405124544217,54.95955731740981
35,"[353903376, 353903379, 353903384, 353903387, 6241468608, 6241468609, 353903376]",apartments,POINT (73.38393135762873 54.9601482418791),6,Тимуровский проезд,,31638919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38393135762873,54.9601482418791
36,"[353903421, 353903424, 353903426, 353903430, 4254107370, 4254107371, 4254107372, 4254107373, 353903421]",apartments,POINT (73.38170632721351 54.95992782337687),4,Спортивный проезд,5,31638925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38170632721351,54.959927823376866
37,"[353903432, 353903434, 353903438, 353903440, 353903432]",apartments,POINT (73.3818033 54.95906400000001),6,Спортивный проезд,5,31638927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3818033,54.959064000000005
38,"[353903443, 4254107366, 4254107367, 4254107368, 4254107369, 353903446, 353903448, 353903453, 353903443]",apartments,POINT (73.38085182427875 54.95961634435621),20,улица Иртышская Набережная,5,31638928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38085182427875,54.959616344356206
39,"[353903456, 353903459, 4784526788, 353903462, 4784526787, 4784526789, 353903464, 353903456]",apartments,POINT (73.38084340898745 54.9589449892235),22,улица Иртышская Набережная,,31638930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38084340898745,54.9589449892235
40,"[353903467, 353903470, 353903473, 353903476, 353903467]",apartments,POINT (73.37992719999998 54.95912065),21,улица Иртышская Набережная,9,31638933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37992719999998,54.959120649999996
41,"[353903479, 353903481, 353903484, 353903487, 353903479]",apartments,POINT (73.37993229999999 54.9584961),23,улица Иртышская Набережная,9,31638935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3799323,54.9584961
42,"[353903488, 353903492, 353903494, 353903497, 5568417570, 353903488]",apartments,POINT (73.37993720849498 54.95790577051587),25,улица Иртышская Набережная,9,31638937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37993720849498,54.95790577051587
43,"[353903501, 353903503, 353903506, 6241468604, 6241468605, 6241468606, 353903509, 353903501]",apartments,POINT (73.38083846367645 54.95818707030845),24,улица Иртышская Набережная,,31638939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38083846367645,54.95818707030845
44,"[353903511, 353903514, 353903517, 353903520, 6241468603, 6241468602, 6241468601, 6241468600, 353903511]",apartments,POINT (73.38180253742746 54.95809271882239),8,Спортивный проезд,5,31638942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38180253742746,54.958092718822385
45,"[353903522, 3906091841, 3906091842, 3906091843, 3906091844, 353903525, 353903528, 353903530, 353903522]",apartments,POINT (73.3808526289846 54.9576102813679),26,улица Иртышская Набережная,,31638943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3808526289846,54.9576102813679
46,"[353903534, 353903536, 353903538, 353903541, 6241468596, 6241468597, 6241468598, 6241468599, 353903534]",apartments,POINT (73.38181411157136 54.95720705210675),10,Спортивный проезд,,31638946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38181411157136,54.957207052106746
47,"[353903544, 353903547, 353903549, 3906091832, 3906091833, 3906091834, 3906091835, 353903552, 353903544]",apartments,POINT (73.38090837402791 54.95681198818646),28,улица Иртышская Набережная,,31638949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38090837402791,54.95681198818646
48,"[353903555, 353903557, 353903560, 4966415451, 4966415454, 353903563, 4966415457, 4966415455, 4966415456, 353903555]",apartments,POINT (73.38005321323993 54.95718963819124),27,улица Иртышская Набережная,,31638951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38005321323993,54.95718963819124
49,"[353903565, 353903568, 6241468590, 6241468591, 6241468592, 6241468593, 353903571, 353903573, 5568417577, 353903565]",apartments,POINT (73.38007123576647 54.95643075224947),29,улица Иртышская Набережная,,31638954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38007123576647,54.95643075224947
50,"[353903577, 6241468586, 6241468587, 6241468588, 6241468589, 353903579, 353903581, 353903585, 353903577]",apartments,POINT (73.38068216284611 54.95602470670605),1,бульвар Победы,5,31638958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38068216284611,54.956024706706046
51,"[353903587, 353903591, 353903594, 5364070665, 5364070667, 5364070666, 5014128488, 353903597, 353903587]",apartments,POINT (73.38212118034582 54.95596043774191),3,бульвар Победы,5,31638960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38212118034582,54.955960437741915
52,"[353903621, 353903625, 353903627, 353903630, 6241468594, 6241468595, 353903621]",apartments,POINT (73.38193115663474 54.95657062884374),12,Спортивный проезд,,31638967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38193115663474,54.95657062884374
53,"[353903654, 353903658, 3328170774, 3328170772, 3328170769, 3328170765, 353903660, 353903663, 353903654]",apartments,POINT (73.38411072968674 54.95474123106831),8,бульвар Победы,5,31638973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38411072968674,54.95474123106831
54,"[353903666, 353903668, 353903671, 353903673, 3328170763, 3328170767, 3328170770, 3328170773, 353903666]",apartments,POINT (73.3832518781296 54.95464159837736),6,бульвар Победы,5,31638975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3832518781296,54.954641598377364
55,"[353903677, 353903680, 353903683, 353903686, 3328170759, 3328170762, 3328170766, 3328170771, 353903677]",apartments,POINT (73.38259345459957 54.95451992856164),4,бульвар Победы,5,31638979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38259345459957,54.95451992856164
56,"[353903688, 353903690, 3328170768, 3328170764, 3328170761, 3328170758, 353903693, 353903695, 353903688]",apartments,POINT (73.3819640051917 54.9544370638296),2,бульвар Победы,5,31638980,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3819640051917,54.9544370638296
57,"[353903774, 353903776, 353903777, 353903779, 6300654342, 6300654341, 6300654340, 6300654339, 353903774]",apartments,POINT (73.38361306711928 54.9518542333273),1,улица Ильичёва,5,31638999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38361306711928,54.9518542333273
58,"[353903788, 353903789, 353903790, 3728045863, 3728045862, 353903793, 353903788]",apartments,POINT (73.38412492601645 54.95275462425114),8В,улица Серова,,31639005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38412492601645,54.95275462425114
59,"[353909090, 4380294834, 353909091, 4380294837, 4380294838, 4380294860, 353909094, 353909096, 353909097, 353909099, 353909090]",apartments,POINT (73.38536111252635 54.95226498252143),1В,улица Серова,5,31641514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38536111252635,54.952264982521434
60,"[353909101, 4380294833, 4380294832, 4380294831, 4380294830, 353909103, 353909104, 353909105, 353909101]",apartments,POINT (73.38606509526193 54.95198713005391),1Б,улица Серова,5,31641515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38606509526193,54.95198713005391
61,"[2037688808, 2037688806, 4380294865, 4380294864, 4380294863, 353909111, 353909112, 2037688808]",apartments,POINT (73.38577160301797 54.95290961175721),1А,улица Серова,5,31641518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38577160301797,54.95290961175721
62,"[353909113, 1865341112, 1865341111, 1865341110, 1865341109, 353909116, 4161293949, 353909117, 1865341118, 1865341114, 1865341117, 1865341113, 353909120, 353909122, 4161293908, 4786727555, 4161293936, 353909125, 4161293904, 7117267775, 7117267774, 4161293913, 4102269947, 1438065307, 7117267776, 7117267777, 4161293899, 1676542098, 4161293894, 7117267779, 7117267778, 4161293925, 4161293946, 4786727551, 7117267772, 7117267773, 4161293275, 4786727550, 4786727549, 4786727522, 4161293891, 7117267771, 7117267770, 4616273576, 353909129, 353909131, 4027222547, 353909113]",apartments,POINT (73.38829236440505 54.95358827699948),45,проспект Карла Маркса,5,31641521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38829236440505,54.95358827699948
63,"[1527968364, 353909155, 353909140, 4380294868, 4380294872, 4380294885, 1527968361, 4380294998, 4380295009, 4380295017, 2037688826, 2037688827, 353909142, 4380295029, 4380295030, 4380295031, 1527968442, 4380295032, 353909143, 4380295028, 4380295023, 4380295020, 4380295019, 4380295015, 4380295011, 1527968399, 2321502449, 4380295000, 4380294887, 4380294875, 353909144, 353909147, 353909148, 353909150, 4161293920, 4811911838, 4161293933, 4161293954, 2321502450, 4161293932, 4811911865, 1527968401, 4161293928, 5434072693, 7463236828, 4786727554, 4786727553, 4161293898, 4161293958, 4161293282, 4161293959, 4161293957, 1527968443, 4786727552, 4161293890, 353909153, 1527968364]",apartments,POINT (73.38637933806366 54.9540977577449),38,проспект Карла Маркса,5,31641526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38637933806366,54.954097757744904
64,"[353918916, 4380294829, 4380294828, 353918922, 353918926, 353918928, 353918916]",apartments,POINT (73.38688950236948 54.95195790179056),42,проспект Карла Маркса,5,31645129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38688950236948,54.951957901790564
65,"[353918932, 353918936, 353918940, 353918942, 4342166007, 4342166009, 4342166011, 4342166013, 4342166016, 4342166018, 353918932]",apartments,POINT (73.38957510839613 54.95174865514577),2,Ангарская улица,9,31645130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38957510839613,54.95174865514577
66,"[353918944, 353918950, 4342166012, 4342166010, 4342166008, 4342166006, 353918953, 353918956, 4161293919, 4751207571, 4161293916, 4758372806, 4161293912, 4161293915, 4161293921, 4161293937, 353918944]",apartments,POINT (73.38874805666885 54.95136509358014),49,проспект Карла Маркса,9,31645131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38874805666885,54.95136509358014
67,"[353918983, 353918986, 4161293906, 4811911837, 4786727541, 4811911842, 353918989, 353918992, 4380294817, 4380294820, 353918983]",apartments,POINT (73.38757950795018 54.9513253450117),46,проспект Карла Маркса,5,31645134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38757950795018,54.9513253450117
68,"[353918994, 353918996, 353918999, 353919002, 4160633659, 4160633647, 4160633632, 4784526780, 4160633633, 4160633643, 353918994]",apartments,POINT (73.38829813177621 54.95072710641055),59,проспект Карла Маркса,5,31645135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38829813177621,54.950727106410554
69,"[353919004, 4380294824, 353919018, 353919016, 353919012, 353919010, 353919007, 4380294825, 4380294826, 353919004]",apartments,POINT (73.38555974100848 54.95164374309302),1Г,улица Серова,,31645136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38555974100848,54.951643743093015
70,"[353919037, 353919042, 353919045, 353919050, 4380294798, 4380294801, 4380294806, 4380294813, 353919037]",apartments,POINT (73.3867848097631 54.95095113974816),48А,проспект Карла Маркса,5,31645138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3867848097631,54.950951139748156
71,"[353919053, 353919057, 4160633639, 4786727521, 4160633645, 4811911835, 4160633658, 4160634901, 4160633662, 353919059, 353919067, 4380294794, 4380294799, 4380294802, 4380294807, 353919053]",apartments,POINT (73.38749489331904 54.95079093597599),48,проспект Карла Маркса,5,31645139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38749489331904,54.95079093597599
72,"[353919070, 353919073, 4160633628, 4160633629, 4160633636, 353919076, 353919078, 4811911834, 4380294674, 4380294678, 353919070]",apartments,POINT (73.3873675880064 54.95022504647172),50,проспект Карла Маркса,5,31645140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3873675880064,54.950225046471715
73,"[353919082, 353919086, 353919091, 353919096, 4160633657, 4160633638, 4786727548, 4160633653, 5451304829, 353919082]",apartments,POINT (73.38818214349371 54.95015566176329),61,проспект Карла Маркса,5,31645141,,644048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38818214349371,54.95015566176329
74,"[353919110, 353919113, 353919114, 5988834111, 5988834112, 1877231913, 353919125, 5988834113, 5988834114, 353919118, 353919119, 1877231912, 353919110]",apartments,POINT (73.3859187673358 54.950800671319),50А,проспект Карла Маркса,5,31645144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3859187673358,54.950800671319
75,"[353919129, 353919131, 353919132, 353919135, 353919129]",apartments,POINT (73.38366136527988 54.95076892552711),3,улица Ильичёва,5,31645146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38366136527988,54.95076892552711
76,"[353919218, 5350854857, 5350854858, 5350854856, 5350854859, 4994528333, 353919220, 353919221, 4994528332, 4994528331, 4994528330, 4994528329, 4994528328, 4994528327, 4994528326, 4994528325, 353919223, 353919218]",apartments,POINT (73.38092523427748 54.94609526238429),5,улица Фёдора Крылова,5,31645156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38092523427748,54.94609526238429
77,"[353919403, 353919405, 353919406, 353919408, 353919403]",apartments,POINT (73.37789034484832 54.94545224189066),4,улица Фёдора Крылова,5,31645174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37789034484832,54.94545224189066
78,"[353919410, 353919411, 5363173717, 5363173718, 5363173719, 5363173720, 5363175321, 5363175322, 353919413, 353919415, 353919410]",apartments,POINT (73.37710712933693 54.94556583020941),2,улица Фёдора Крылова,5,31645175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37710712933693,54.94556583020941
79,"[353919417, 4752114801, 4752114800, 4752114799, 4752114798, 4752114797, 4752114796, 353919418, 353919420, 353919422, 353919417]",apartments,POINT (73.37784378654925 54.9465841567572),42,улица Иртышская Набережная,5,31645176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37784378654925,54.9465841567572
80,"[1447834037, 4752114809, 4752114808, 4752114807, 4752114806, 353919429, 353919424, 1447834039, 1447834037]",apartments,POINT (73.37720274024646 54.94717193993218),41,улица Иртышская Набережная,5,31645177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37720274024646,54.947171939932176
81,"[353919430, 5350854860, 353919433, 353919434, 4752114802, 4752114803, 4752114804, 4752114805, 353919435, 353919430]",apartments,POINT (73.37854135640445 54.94817506540875),39,улица Иртышская Набережная,5,31645178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37854135640445,54.94817506540875
82,"[353919438, 353919439, 353919441, 353919443, 1447834055, 1447834056, 1447834061, 1447834060, 353919438]",apartments,POINT (73.37891323680681 54.94892085199018),38,улица Иртышская Набережная,9,31645179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37891323680681,54.94892085199018
83,"[353919446, 353919448, 353919449, 353919450, 5109498154, 5109498155, 5109498156, 5109498157, 353919446]",apartments,POINT (73.37950833272434 54.94858279799971),16,улица В.Иванова,5,31645180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37950833272434,54.948582797999705
84,"[353919483, 353919484, 5601248986, 5601248987, 5601248988, 5601248989, 5601248990, 5601248991, 5601248992, 5601248993, 5601248994, 5601248995, 5601248996, 353919486, 353919490, 5601248971, 5601248972, 5601248973, 5601248974, 353919483]",apartments,POINT (73.38181090567673 54.94169342353513),26,улица Серова,9,31645186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38181090567673,54.941693423535135
85,"[353919491, 353919494, 353919495, 353919496, 4074611801, 4074611803, 4074611805, 4074611807, 4074611812, 4074611816, 4074611818, 4074611820, 353919491]",apartments,POINT (73.3807914921146 54.94191448189434),15,улица Рождественского,5,31645187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3807914921146,54.94191448189434
